county_code,district_code,school_code,filler,test_year,subgroup_id,test_type,total_caaspp_enrollment,total_tested_at_entity_level,total_tested_at_subgroup_level,grade,test_id,caaspp_reported_enrollment,students_tested,percent_tested,mean_scale_score,percentage_standard_exceeded,percentage_standard_met,percentage_standard_met_and_above,percentage_standard_nearly_met,percentage_standard_not_met,students_with_scores,area_1_percentage_above_standard,area_1_percentage_at_or_near_standard,area_1_percentage_below_standard,area_2_percentage_above_standard,area_2_percentage_at_or_near_standard,area_2_percentage_below_standard,area_3_percentage_above_standard,area_3_percentage_at_or_near_standard,area_3_percentage_below_standard,area_4_percentage_above_standard,area_4_percentage_at_or_near_standard,area_4_percentage_below_standard,state_id
"","","",,2015,180,B,3743493,3663369,2035917,7,1,458861,245694,53.5,2546.0,15,36,50,24,25,245467,22,47,31,28,46,25,15,65,20,25,54,21,00000000000000
"","","",,2015,180,B,3743493,3663369,2035917,8,1,468128,243868,52.1,2566.0,15,37,52,27,21,243588,26,47,27,26,50,24,15,66,19,24,55,20,00000000000000
"","","",,2015,180,B,3743493,3663369,2035917,8,2,468128,245174,52.4,2546.6,19,19,38,26,36,245006,25,34,42,21,52,27,19,50,30,0,0,0,00000000000000
"","","",,2015,180,B,3743493,3663369,2035917,11,2,455953,230052,50.5,2570.1,13,20,33,25,42,229645,21,34,45,17,51,32,17,55,28,0,0,0,00000000000000
"","","",,2015,180,B,3743493,3663369,2035917,11,1,455953,231468,50.8,2604.4,27,34,61,22,17,230984,35,47,17,35,44,20,20,61,18,36,49,14,00000000000000
"","","",,2015,180,B,3743493,3663369,2035917,13,2,3269379,1759796,53.8,"",17,22,39,29,32,1758470,24,34,41,20,47,33,20,52,29,0,0,0,00000000000000
"","","",,2015,180,B,3743493,3663369,2035917,13,1,3269379,1758757,53.8,"",20,31,50,24,26,1757106,25,45,30,26,47,27,17,64,19,26,53,20,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,3,2,480079,19954,4.2,2368.6,3,15,18,27,55,19946,8,30,62,6,34,60,7,47,47,0,0,0,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,3,1,480079,19910,4.1,2359.2,6,13,18,25,57,19903,7,33,60,7,37,56,5,56,39,7,44,49,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,4,1,469688,19444,4.1,2395.4,6,13,18,20,62,19439,6,35,59,6,39,55,5,56,39,6,41,47,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,4,2,469688,19473,4.1,2405.9,2,11,13,34,53,19457,6,24,70,4,34,62,5,34,61,0,0,0,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,5,2,472972,19306,4.1,2425.1,3,7,10,24,66,19286,5,20,75,3,26,71,3,35,62,0,0,0,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,5,1,472972,19290,4.1,2433.9,5,18,22,22,56,19278,7,33,59,9,37,54,5,54,41,11,53,36,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,6,1,463721,19059,4.1,2461.2,3,18,21,30,49,19032,5,37,57,7,40,52,5,62,32,9,58,32,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,6,2,463721,19152,4.1,2442.0,3,9,12,28,61,19134,5,23,71,3,34,63,4,41,55,0,0,0,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,7,2,458861,19105,4.2,2452.2,3,9,12,27,61,19076,5,24,70,4,41,55,4,65,31,0,0,0,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,7,1,458861,19084,4.2,2478.6,3,19,21,26,52,19039,6,37,56,8,41,49,5,56,39,8,49,42,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,8,1,468128,19263,4.1,2500.0,3,20,23,32,45,19228,9,40,51,8,44,47,5,57,38,8,52,39,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,8,2,468128,19352,4.1,2462.6,3,8,11,22,67,19324,6,22,72,4,46,50,4,41,55,0,0,0,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,11,2,455953,15634,3.4,2486.5,2,8,9,20,70,15591,5,23,71,3,42,55,3,50,47,0,0,0,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,11,1,455953,15662,3.4,2530.6,8,25,33,29,38,15601,15,49,36,13,45,41,8,57,34,15,54,30,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,13,1,3269379,131712,4.0,"",4,18,22,26,52,131520,8,37,55,8,40,51,5,57,37,9,50,40,00000000000000
"","","",,2015,200,B,3743493,3663369,152690,13,2,3269379,131976,4.0,"",3,10,12,26,62,131814,6,24,70,4,37,60,4,45,51,0,0,0,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,3,1,480079,2476,0.5,2364.4,5,15,20,27,53,2476,8,35,56,6,38,55,6,58,36,7,47,45,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,3,2,480079,2483,0.5,2376.8,4,18,21,28,51,2481,10,31,60,8,39,53,8,49,44,0,0,0,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,4,2,469688,2293,0.5,2412.4,3,13,15,36,49,2293,6,26,68,5,38,57,6,35,59,0,0,0,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,4,1,469688,2307,0.5,2402.5,6,15,20,22,58,2304,6,39,55,7,40,52,6,60,34,7,44,45,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,5,1,472972,2421,0.5,2438.3,5,18,23,23,54,2420,7,36,57,9,38,52,5,58,36,12,55,34,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,5,2,472972,2408,0.5,2433.4,3,8,11,26,63,2404,6,21,73,4,30,66,3,37,60,0,0,0,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,6,2,463721,2344,0.5,2459.3,4,11,15,32,53,2343,7,27,65,4,41,55,5,47,48,0,0,0,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,6,1,463721,2350,0.5,2471.7,4,22,26,30,44,2348,6,43,51,8,43,48,7,65,28,11,60,29,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,7,1,458861,1786,0.4,2483.3,3,19,22,29,49,1784,7,40,53,9,41,49,5,59,35,8,53,39,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,7,2,458861,1793,0.4,2468.1,4,11,14,31,54,1789,7,29,64,5,47,48,5,66,29,0,0,0,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,8,2,468128,1657,0.4,2480.3,5,11,16,26,59,1656,8,27,65,6,50,44,5,46,49,0,0,0,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,8,1,468128,1646,0.4,2506.5,3,21,24,34,42,1646,10,43,47,7,47,45,5,58,36,9,53,37,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,11,1,455953,1433,0.3,2545.9,10,28,38,30,31,1426,20,51,29,15,47,37,9,59,31,18,57,25,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,11,2,455953,1400,0.3,2503.7,3,10,13,21,65,1394,6,26,67,5,47,47,5,52,42,0,0,0,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,13,2,3269379,14378,0.4,"",4,12,15,29,56,14360,7,27,66,5,41,54,5,46,48,0,0,0,00000000000000
"","","",,2015,201,B,3743493,3663369,16215,13,1,3269379,14419,0.4,"",5,19,24,27,48,14404,9,40,51,8,42,49,6,60,34,10,52,37,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,3,2,480079,14552,3.0,2438.9,20,32,53,26,21,14549,35,38,27,27,45,28,29,53,19,0,0,0,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,3,1,480079,14331,3.0,2417.1,20,24,44,27,28,14324,20,46,34,21,48,31,15,66,18,21,53,26,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,4,1,469688,14694,3.1,2464.5,24,25,48,22,30,14693,21,48,31,24,50,26,17,64,18,22,50,23,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,4,2,469688,14911,3.2,2480.1,20,29,48,33,18,14903,32,36,32,23,49,28,27,46,26,0,0,0,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,5,2,472972,15402,3.3,2509.9,22,21,44,29,27,15394,29,35,35,22,43,35,20,51,29,0,0,0,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,5,1,472972,15160,3.2,2506.5,23,32,54,20,25,15144,24,46,31,30,44,25,18,62,19,34,51,15,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,6,1,463721,15291,3.3,2535.8,19,36,55,26,19,15284,20,51,29,29,48,23,16,69,14,31,56,13,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,6,2,463721,15506,3.3,2542.7,24,24,49,30,22,15497,32,37,31,23,50,27,25,52,23,0,0,0,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,7,2,458861,15156,3.3,2565.5,27,26,52,27,20,15153,38,34,28,29,50,21,28,61,11,0,0,0,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,7,1,458861,14919,3.3,2559.8,18,39,57,23,20,14913,24,48,28,35,46,19,14,68,18,31,52,16,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,8,1,468128,15242,3.3,2581.1,18,41,59,25,16,15196,30,48,22,30,51,19,16,69,16,32,53,15,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,8,2,468128,15534,3.3,2589.0,31,22,53,24,23,15533,39,34,27,31,49,21,31,50,19,0,0,0,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,11,2,455953,15541,3.4,2625.4,24,28,52,23,25,15524,38,35,27,28,51,21,29,55,16,0,0,0,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,11,1,455953,15360,3.4,2619.4,32,35,67,19,14,15339,36,47,17,44,40,15,21,62,16,44,45,10,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,13,1,3269379,104997,3.2,"",22,33,55,23,22,104893,25,48,27,30,47,22,17,66,17,31,51,17,00000000000000
"","","",,2015,202,B,3743493,3663369,123137,13,2,3269379,106602,3.3,"",24,26,50,28,22,106553,35,36,30,26,48,26,27,53,20,0,0,0,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,3,1,480079,5875,1.2,2417.5,19,24,44,30,27,5873,19,47,33,20,50,29,13,69,17,20,55,25,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,3,2,480079,5916,1.2,2426.2,14,32,46,29,24,5915,27,42,31,21,49,30,22,56,21,0,0,0,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,4,2,469688,5803,1.2,2462.4,12,26,37,40,22,5803,21,39,40,15,52,33,18,49,33,0,0,0,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,4,1,469688,5768,1.2,2458.8,19,26,45,24,31,5766,19,49,33,21,52,26,14,67,20,19,52,23,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,5,1,472972,5833,1.2,2501.4,19,33,52,24,25,5830,20,49,32,27,48,25,15,66,19,31,54,15,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,5,2,472972,5860,1.2,2491.9,15,19,34,34,33,5856,20,36,44,16,44,40,14,51,35,0,0,0,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,6,2,463721,5894,1.3,2515.8,14,22,36,36,28,5892,21,38,41,14,54,32,15,56,29,0,0,0,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,6,1,463721,5848,1.3,2524.8,13,36,49,31,20,5840,16,52,32,23,52,24,13,72,15,24,61,15,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,7,1,458861,5702,1.2,2544.5,11,38,50,27,23,5699,17,50,32,28,49,22,11,69,20,24,57,18,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,7,2,458861,5754,1.3,2531.5,14,24,38,33,29,5751,23,38,39,16,54,30,16,69,14,0,0,0,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,8,2,468128,5785,1.2,2550.5,16,22,38,30,31,5778,23,38,38,17,57,26,18,56,26,0,0,0,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,8,1,468128,5715,1.2,2565.7,11,41,52,30,18,5709,22,52,25,22,57,21,11,71,18,25,57,18,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,11,1,455953,5392,1.2,2606.4,23,39,63,24,13,5375,29,55,16,37,47,15,17,67,16,37,51,11,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,11,2,455953,5401,1.2,2576.4,9,25,34,29,37,5392,19,40,40,14,56,29,15,61,24,0,0,0,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,13,2,3269379,40413,1.2,"",13,24,38,33,29,40387,22,39,39,16,52,31,17,57,26,0,0,0,00000000000000
"","","",,2015,203,B,3743493,3663369,46351,13,1,3269379,40133,1.2,"",17,34,50,27,23,40092,20,51,29,25,51,23,13,69,18,26,55,18,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,3,2,480079,208726,43.5,2386.5,4,19,24,30,46,208667,12,34,54,8,40,51,9,54,37,0,0,0,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,3,1,480079,207646,43.3,2370.3,6,15,21,29,50,207553,8,38,54,7,41,51,6,60,33,8,49,43,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,4,1,469688,200156,42.6,2409.9,7,16,23,23,54,200049,8,40,53,7,44,48,6,61,32,8,47,40,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,4,2,469688,200928,42.8,2422.8,4,15,18,38,44,200866,8,29,63,6,41,53,7,41,52,0,0,0,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,5,1,472972,195392,41.3,2451.3,6,22,28,25,47,195173,9,39,52,11,44,45,7,60,33,15,56,29,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,5,2,472972,196039,41.4,2444.9,4,10,14,29,57,195931,7,26,67,5,32,63,4,40,55,0,0,0,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,6,2,463721,192363,41.5,2464.9,4,12,16,33,51,192268,8,29,64,5,43,53,5,48,46,0,0,0,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,6,1,463721,191305,41.3,2477.1,4,22,26,34,40,191136,6,43,51,9,47,44,7,66,27,12,61,26,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,7,1,458861,188512,41.1,2494.6,3,23,26,29,44,188315,8,41,51,11,47,42,6,61,33,11,54,34,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,7,2,458861,189585,41.3,2475.6,4,13,17,31,52,189452,8,30,62,6,47,47,6,68,25,0,0,0,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,8,2,468128,187007,39.9,2490.2,5,12,17,28,55,186836,9,30,61,6,51,43,6,49,44,0,0,0,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,8,1,468128,185096,39.5,2518.0,4,25,29,35,36,184842,10,45,44,9,51,39,6,63,31,12,57,31,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,11,1,455953,160314,35.2,2557.4,11,32,43,30,27,159924,18,54,28,18,50,30,10,62,27,22,56,21,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,11,2,455953,160278,35.2,2517.7,3,12,15,25,59,160002,8,30,62,6,49,45,6,56,38,0,0,0,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,13,2,3269379,1334926,40.8,"",4,13,18,31,52,1334022,9,30,62,6,43,51,6,51,43,0,0,0,00000000000000
"","","",,2015,204,B,3743493,3663369,1527539,13,1,3269379,1328421,40.6,"",6,22,28,29,43,1326992,9,42,48,10,46,43,7,62,31,12,54,33,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,3,1,480079,1471,0.3,2380.0,7,18,25,31,44,1471,8,42,50,10,45,44,6,65,29,9,51,40,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,3,2,480079,1486,0.3,2396.4,6,23,29,32,39,1486,15,39,46,11,42,47,11,54,35,0,0,0,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,4,2,469688,1528,0.3,2432.2,4,17,22,41,38,1528,11,33,55,7,45,48,8,45,47,0,0,0,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,4,1,469688,1534,0.3,2421.9,8,18,26,27,47,1533,9,43,47,11,50,39,7,62,31,11,47,37,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,5,1,472972,1563,0.3,2457.1,8,23,31,25,44,1562,9,39,52,14,44,42,7,60,33,17,56,27,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,5,2,472972,1574,0.3,2452.7,6,11,17,31,52,1574,9,28,63,7,33,60,6,42,52,0,0,0,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,6,2,463721,1513,0.3,2480.6,6,15,21,36,43,1512,10,34,56,6,44,50,8,50,42,0,0,0,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,6,1,463721,1501,0.3,2488.4,5,25,30,36,34,1500,7,45,48,12,51,36,8,69,23,14,62,24,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,7,1,458861,1489,0.3,2505.9,4,25,29,33,38,1489,9,44,47,14,52,33,6,63,31,12,57,30,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,7,2,458861,1501,0.3,2489.9,6,16,21,34,45,1499,10,34,55,7,49,43,8,69,23,0,0,0,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,8,2,468128,1467,0.3,2499.9,7,13,20,29,51,1467,11,31,57,7,52,41,8,52,40,0,0,0,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,8,1,468128,1441,0.3,2522.5,4,27,31,34,35,1439,11,46,43,12,52,35,6,63,31,11,57,31,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,11,1,455953,1281,0.3,2553.8,10,31,41,31,28,1277,18,52,30,18,51,29,9,62,28,19,58,22,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,11,2,455953,1277,0.3,2521.9,4,10,15,29,56,1271,8,33,58,7,44,48,7,56,37,0,0,0,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,13,2,3269379,10346,0.3,"",6,15,21,33,46,10337,11,33,56,7,44,48,8,52,40,0,0,0,00000000000000
"","","",,2015,205,B,3743493,3663369,11848,13,1,3269379,10280,0.3,"",7,24,30,31,39,10271,10,44,46,13,49,37,7,63,29,13,55,30,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,3,2,480079,33844,7.0,2406.7,9,27,36,30,34,33826,20,38,42,16,46,38,16,55,30,0,0,0,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,3,1,480079,33627,7.0,2394.6,13,20,34,29,38,33598,15,42,43,13,46,40,12,64,24,14,52,34,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,4,1,469688,33173,7.1,2435.6,14,21,35,24,41,33151,15,45,40,13,49,38,12,64,24,12,51,31,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,4,2,469688,33148,7.1,2444.6,8,22,29,39,31,33128,15,35,50,12,49,40,13,46,42,0,0,0,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,5,1,472972,32331,6.8,2474.2,12,28,40,23,37,32309,16,43,41,17,45,38,11,64,25,21,56,23,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,5,2,472972,32430,6.9,2469.8,9,15,24,33,43,32401,13,31,55,11,41,48,9,47,44,0,0,0,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,6,2,463721,32397,7.0,2491.6,9,18,26,35,38,32381,13,35,52,10,49,41,11,53,37,0,0,0,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,6,1,463721,32261,7.0,2499.7,8,29,37,32,31,32231,12,48,40,14,49,36,11,70,19,16,63,20,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,7,1,458861,31470,6.9,2520.1,7,32,39,28,33,31436,14,47,38,18,49,33,10,66,24,16,56,28,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,7,2,458861,31509,6.9,2505.9,9,19,28,34,38,31488,15,36,48,12,53,35,11,68,21,0,0,0,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,8,2,468128,30830,6.6,2518.0,10,17,27,29,44,30809,15,34,51,12,55,33,11,51,38,0,0,0,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,8,1,468128,30612,6.5,2540.9,7,33,40,32,28,30574,18,48,34,16,52,31,10,66,24,16,57,26,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,11,1,455953,26865,5.9,2577.8,18,33,51,26,23,26802,28,50,22,25,48,26,15,61,23,27,53,19,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,11,2,455953,26729,5.9,2538.5,6,16,22,26,52,26683,12,32,56,10,52,38,10,56,34,0,0,0,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,13,2,3269379,220887,6.8,"",9,19,28,32,40,220716,15,35,50,12,49,39,12,53,35,0,0,0,00000000000000
"","","",,2015,206,B,3743493,3663369,254589,13,1,3269379,220339,6.7,"",11,28,39,28,33,220101,16,46,37,16,48,35,11,65,23,17,56,26,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,3,1,480079,7712,1.6,2384.6,10,18,29,29,43,7707,12,41,47,10,44,45,10,63,27,12,50,38,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,3,2,480079,7753,1.6,2396.4,7,24,31,29,40,7748,16,36,48,13,42,45,13,53,34,0,0,0,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,4,2,469688,7081,1.5,2434.2,6,18,24,39,37,7079,13,32,56,9,45,46,11,43,46,0,0,0,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,4,1,469688,7050,1.5,2425.5,11,19,30,24,46,7044,12,42,46,11,47,42,10,63,27,11,49,35,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,5,1,472972,6605,1.4,2467.4,10,26,36,24,41,6603,13,42,45,16,44,40,10,62,28,19,57,25,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,5,2,472972,6655,1.4,2458.4,7,13,20,31,50,6647,11,28,61,8,37,55,7,43,49,0,0,0,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,6,2,463721,6516,1.4,2477.3,7,14,21,34,45,6510,11,31,58,8,45,48,8,49,43,0,0,0,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,6,1,463721,6430,1.4,2489.8,7,26,32,32,35,6424,10,45,44,12,47,40,9,68,22,15,62,24,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,7,1,458861,5372,1.2,2513.5,6,30,36,28,36,5365,12,45,42,16,48,35,9,64,26,15,55,30,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,7,2,458861,5432,1.2,2494.2,7,17,24,32,43,5426,13,33,53,9,50,40,9,68,23,0,0,0,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,8,2,468128,5156,1.1,2507.0,9,14,23,27,49,5150,13,30,56,10,53,37,9,51,39,0,0,0,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,8,1,468128,5079,1.1,2533.2,6,31,37,32,31,5065,16,46,37,14,51,34,8,64,27,15,57,28,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,11,1,455953,3625,0.8,2568.1,15,32,47,28,25,3619,25,51,24,21,48,29,13,61,25,25,53,21,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,11,2,455953,3609,0.8,2525.1,5,13,18,26,56,3600,10,31,60,7,50,42,7,55,37,0,0,0,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,13,2,3269379,42202,1.3,"",7,17,23,32,45,42160,12,32,56,9,45,45,10,51,39,0,0,0,00000000000000
"","","",,2015,207,B,3743493,3663369,46967,13,1,3269379,41873,1.3,"",9,25,34,28,38,41827,13,44,42,14,47,39,10,64,26,15,54,30,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,3,2,480079,6430,1.3,2406.8,10,27,37,28,35,6427,20,39,41,16,43,41,17,53,30,0,0,0,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,3,1,480079,6397,1.3,2402.0,16,22,38,26,36,6389,17,42,41,17,46,37,13,63,23,17,50,33,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,4,1,469688,6411,1.4,2442.8,17,22,39,23,38,6409,17,45,38,17,48,34,13,64,23,15,51,29,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,4,2,469688,6413,1.4,2446.0,8,22,31,38,31,6408,16,36,48,12,46,42,14,44,42,0,0,0,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,5,2,472972,6977,1.5,2467.8,10,15,25,31,44,6973,14,30,55,11,39,51,10,47,43,0,0,0,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,5,1,472972,6979,1.5,2482.3,14,29,44,23,33,6976,18,43,39,22,44,33,14,61,25,25,54,21,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,6,1,463721,7166,1.5,2508.9,12,31,42,29,29,7156,14,47,38,19,47,33,12,69,19,21,61,19,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,6,2,463721,7186,1.5,2494.0,11,17,28,34,38,7181,16,34,50,11,46,43,12,51,36,0,0,0,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,7,2,458861,7590,1.7,2499.5,9,18,27,31,42,7579,15,34,51,11,50,39,12,67,21,0,0,0,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,7,1,458861,7581,1.7,2523.6,9,32,41,27,32,7567,15,46,38,21,47,32,10,64,25,19,53,27,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,8,1,468128,8141,1.7,2544.3,9,33,42,30,27,8127,19,47,34,19,51,29,11,65,24,18,56,25,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,8,2,468128,8175,1.7,2512.2,10,15,26,28,47,8168,15,32,53,11,52,36,12,50,38,0,0,0,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,11,2,455953,9544,2.1,2528.8,5,15,20,25,55,9524,12,31,57,7,49,43,8,56,36,0,0,0,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,11,1,455953,9597,2.1,2572.7,17,33,49,26,24,9564,26,50,24,25,46,28,14,61,24,26,54,20,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,13,1,3269379,52272,1.6,"",13,29,43,26,31,52188,18,46,35,20,47,32,13,64,23,20,54,24,00000000000000
"","","",,2015,220,B,3743493,3663369,62900,13,2,3269379,52315,1.6,"",9,18,27,30,43,52260,15,33,51,11,47,42,12,53,35,0,0,0,00000000000000
"","","",,2015,221,B,3743493,3663369,8065,3,1,480079,861,0.2,2415.8,20,25,44,26,30,861,21,46,33,19,48,33,17,64,18,20,52,28,00000000000000
"","","",,2015,221,B,3743493,3663369,8065,3,2,480079,857,0.2,2419.5,14,31,45,25,29,857,26,38,35,22,45,32,20,55,25,0,0,0,00000000000000
"","","",,2015,221,B,3743493,3663369,8065,4,2,469688,851,0.2,2464.9,14,26,40,37,23,851,24,37,39,20,48,31,21,45,33,0,0,0,00000000000000
"","","",,2015,221,B,3743493,3663369,8065,4,1,469688,849,0.2,2462.6,23,24,47,20,33,848,23,46,31,21,50,28,19,62,19,21,50,24,00000000000000
"","","",,2015,221,B,3743493,3663369,8065,5,1,472972,866,0.2,2488.8,16,29,45,24,31,866,19,44,37,22,45,32,14,65,21,26,55,19,00000000000000
"","","",,2015,221,B,3743493,3663369,8065,5,2,472972,869,0.2,2484.2,14,15,30,34,36,869,18,33,48,14,44,42,14,46,39,0,0,0,00000000000000
"","","",,2015,221,B,3743493,3663369,8065,6,2,463721,900,0.2,2510.0,15,21,36,32,32,899,22,33,45,14,50,36,16,53,31,0,0,0,00000000000000
"","","",,2015,221,B,3743493,3663369,8065,6,1,463721,895,0.2,2518.2,14,31,45,30,24,894,17,50,33,21,48,30,15,68,17,23,60,17,00000000000000
"","","",,2015,221,B,3743493,3663369,8065,7,1,458861,948,0.2,2536.6,11,36,46,24,29,948,20,47,33,24,45,30,11,67,22,20,57,23,00000000000000
